id,name,category,original_type,address,town,lng,lat,rating,has_nonheritage,nonheritage_match,query_type
B0FFIZPS1X,五斗水闸牌坊,自然景观,风景名胜;风景名胜相关;旅游景点,五斗大道中与五斗大道东交叉口北20米,桂城街道,113.20803,23.013883,4.3,False,,旅游景点
B0FFGA58BQ,银坑村祠堂(乡约),自然景观,风景名胜;风景名胜;风景名胜,庆云大道西北侧,西樵镇,112.883841,22.858808,4.1,False,,旅游景点
B0FFFEOXGO,拱北公园,自然景观,风景名胜;公园广场;公园,兴隆大街66铺,里水镇,113.122488,23.115259,4.3,False,,旅游景点
B0FFGZ0A5W,恒大御景半岛钟楼,自然景观,风景名胜;风景名胜;风景名胜,村前大路与新村一路交叉口东160米,里水镇,113.206273,23.185379,4.3,False,,旅游景点
B0FFFU6C0S,大德社区活动公园,自然景观,风景名胜;公园广场;公园,平洲大德社区,桂城街道,113.195306,23.034234,4.0,False,,旅游景点
B02F507LDP,马大将军庙,自然景观,风景名胜;风景名胜;寺庙道观,金桔园4号,桂城街道,113.149013,23.004873,3.9,False,,旅游景点
B02F5045QD,真成周公祠,自然景观,风景名胜;风景名胜;寺庙道观,里水镇和桂工业园石塘上北村大街十一巷1号,里水镇,113.093316,23.277428,4.0,False,,旅游景点
B02F50V3ZM,基督教里水堂,自然景观,风景名胜;风景名胜;教堂,环镇南路与里水大道交叉口西北200米,里水镇,113.150468,23.180009,4.1,False,,旅游景点
B02F507JSS,大沥公园,自然景观,风景名胜;公园广场;公园,兴隆街1号,大沥镇,113.12273,23.111971,4.3,False,,旅游景点
B0FFIOXZ4F,祖盛徐公祠,自然景观,风景名胜;风景名胜相关;旅游景点,八甲村,狮山镇,112.931265,23.089919,3.9,False,,旅游景点
B0FFI2ATL2,胡氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,伴仙港新村四巷与伴北路交叉口西北100米,里水镇,113.133419,23.180881,3.9,False,,旅游景点
B0FFI29O18,罗城三眼井,自然景观,风景名胜;风景名胜相关;旅游景点,济南路与罗城工业大道交叉口西北240米,里水镇,113.141389,23.1262,4.2,False,,旅游景点
B0FFH42V09,慕道马公祠,自然景观,风景名胜;风景名胜相关;旅游景点,里大线与里水通道交叉口东北80米,里水镇,113.163914,23.201289,4.0,False,,旅游景点
B0FFGAUTTN,寨边五队李氏宗祠,自然景观,风景名胜;风景名胜相关;旅游景点,罗村街道寨边村五队,狮山镇,113.05529,23.052069,3.9,False,,旅游景点
B0FFFZ1P4M,潘氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,永青路与永平村东街交叉口西北60米,里水镇,113.17906,23.080363,4.1,False,,旅游景点
B02F50Y7VB,茶基三圣宫,自然景观,风景名胜;风景名胜;寺庙道观,叠南茶基村428号,桂城街道,113.125265,23.052211,4.2,False,,旅游景点
B02F50UZ0J,芦溪公园,自然景观,风景名胜;公园广场;公园,狮山镇芦塘小学,狮山镇,113.04637,23.068734,4.0,False,,旅游景点
B02F5077P8,观音古庙,自然景观,风景名胜;风景名胜;寺庙道观,西樵镇崇南窦头村,西樵镇,112.988079,22.964669,4.1,False,,旅游景点
B02F50779V,胡氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,梅屋大街北侧,丹灶镇,113.04437,22.915141,4.1,False,,旅游景点
B02F5076X1,和桂文化广场,自然景观,风景名胜;公园广场;城市广场,和顺和桂工业园首期和桂大道8号,里水镇,113.097516,23.266155,3.9,False,,旅游景点
B0FFI2NKOS,刘氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,布新大道与339村道交叉口南340米,大沥镇,113.105078,23.208956,4.0,False,,旅游景点
B0FFI8R7U0,大藤水岸公园,自然景观,风景名胜;公园广场;公园,,狮山镇,112.968019,23.072709,4.1,False,,旅游景点
B0FFF9YW23,南国桃园-南海观音寺-三圣殿,自然景观,风景名胜;风景名胜相关;旅游景点,凤凰路南国桃园南海观音寺(东北角),大沥镇,113.109446,23.177103,4.4,False,,旅游景点
B0FFHQ82GN,南海区基督教官窑堂,自然景观,风景名胜;风景名胜;教堂,驿园西路55号,狮山镇,113.074741,23.22898,3.9,False,,旅游景点
B0FFI47T13,大石古庙公园,自然景观,风景名胜;公园广场;公园,里水镇大石工业区(二圣古庙旁),里水镇,113.127932,23.197279,4.1,False,,旅游景点
B0FFHTZ1CY,玄武庙,自然景观,风景名胜;风景名胜;寺庙道观,大沥镇盐步东秀官田村,大沥镇,113.202008,23.090113,4.3,False,,旅游景点
B0FFGPUY2E,慧庆禅寺,自然景观,风景名胜;风景名胜;寺庙道观,佛下段,狮山镇,113.019029,23.06951,4.2,False,,旅游景点
B0FFF9QSF5,百岁祠,自然景观,风景名胜;风景名胜;寺庙道观,狮山镇穆院村新誉洞,狮山镇,113.026602,23.109361,4.1,False,,旅游景点
B02F50WJ1N,蛇三公园,自然景观,风景名胜;公园广场;公园,龙蛇三村东街,里水镇,113.135641,23.098922,4.2,False,,旅游景点
B02F50WFQ7,下沙滘文化广场,自然景观,风景名胜;公园广场;城市广场,丹灶大金工业区3号东南方向180米,丹灶镇,112.947552,23.052086,4.3,False,,旅游景点
B02F50UEO4,杜氏大宗祠,自然景观,风景名胜;风景名胜;寺庙道观,大沥镇黄岐白沙中心路20号,大沥镇,113.202257,23.133661,4.2,False,,旅游景点
B02F5077AV,大谷天后宫,自然景观,风景名胜;风景名胜;寺庙道观,九江镇(大谷运河旁),九江镇,113.044815,22.830577,4.2,False,,旅游景点
B02F50767M,本立黄公祠,自然景观,风景名胜;风景名胜;寺庙道观,北环路下柏北区新村东侧约100米,狮山镇,113.02107,23.065418,4.1,False,,旅游景点
B02F50UEOH,信峰公园,自然景观,风景名胜;公园广场;公园,里水镇壮尤坊,里水镇,113.166471,23.201059,4.1,False,,旅游景点
B02F507B10,张边南公园,自然景观,风景名胜;公园广场;公园,大沥镇高边村,大沥镇,113.096157,23.11927,4.3,False,,旅游景点
B0FFHS6566,郭氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,沙云线与禅西大道辅路交叉口西160米,大沥镇,113.067262,23.062151,4.1,False,,旅游景点
B0FFHLTQ3Y,善薮吴公祠,自然景观,风景名胜;风景名胜;寺庙道观,荔庄西区西北门闸口,里水镇,113.133878,23.110373,4.0,False,,旅游景点
B0FFGJBA03,麦氏宗祠(不对外开放),自然景观,风景名胜;风景名胜相关;旅游景点,巷心街西与右江村新村街交叉口西北480米,丹灶镇,112.955626,23.049197,3.9,False,,旅游景点
B02F5078F5,曾氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,狮山镇新发路,狮山镇,112.993361,23.072428,3.9,False,,旅游景点
B02F507708,宝莲寺,自然景观,风景名胜;风景名胜;寺庙道观,西樵镇江边村,西樵镇,112.963174,22.911141,4.0,False,,旅游景点
B0FFH43SXO,唐氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,S55广三高速出口西南30米,里水镇,113.1245,23.129054,4.1,False,,旅游景点
B02F50XH9A,雅瑶文化广场,自然景观,风景名胜;公园广场;城市广场,雅瑶岗东村大街,里水镇,113.144797,23.129505,4.2,False,,旅游景点
B0FFIN0W3H,贤僚公园,自然景观,风景名胜;公园广场;公园,团结街,里水镇,113.170488,23.257755,4.2,False,,旅游景点
B0FFH49B76,天南圣裔,自然景观,风景名胜;风景名胜;风景名胜,大沥镇黄岐南村东区五巷六号,大沥镇,113.175729,23.111513,4.0,False,,旅游景点
B0FFH989SN,九江镇望海观音寺(不对外开放),自然景观,风景名胜;风景名胜;寺庙道观,九江镇下西乐只村,九江镇,113.006075,22.822722,4.1,False,,旅游景点
B0FFJ5JXOQ,中共南三花工委旧址,自然景观,风景名胜;风景名胜;红色景区,沈五五巷1号,里水镇,113.141342,23.191706,4.4,False,,旅游景点
B02F5077OQ,大镇二中公园,自然景观,风景名胜;公园广场;公园,大沥镇大镇大道,大沥镇,113.110262,23.081638,4.2,False,,旅游景点
B02F50WG6V,中共南海县委旧址,自然景观,风景名胜;风景名胜;红色景区,狮山镇显纲村中和巷234号,狮山镇,113.100939,23.134657,4.3,False,,旅游景点
B0FFH44AZT,十四世周公祠,自然景观,风景名胜;风景名胜相关;旅游景点,大沥镇虹岭路横岗1队,大沥镇,113.067352,23.096202,4.1,False,,旅游景点
B0FFIR3WFQ,黄氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,岗联四联村联二街五巷,大沥镇,113.105668,23.206358,3.9,False,,旅游景点
B02F511C42,元冈古庙,自然景观,风景名胜;风景名胜;寺庙道观,元大线与禅炭路交叉口东北220米,大沥镇,113.085772,23.183858,4.0,False,,旅游景点
B0FFH47SVE,罗氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,石塘路与松夏大道西交叉口北460米,狮山镇,113.058429,23.181952,3.9,False,,旅游景点
B0FFG3CTQM,甘蕉公园,自然景观,风景名胜;公园广场;公园,文林街70号,里水镇,113.142719,23.172335,4.1,False,,旅游景点
B0FFFOF058,𧒽岗公园-魁星阁,自然景观,风景名胜;风景名胜;风景名胜,佛平二路,桂城街道,113.146329,23.040377,4.3,False,,旅游景点
B0FFF9XGDJ,帅府,自然景观,风景名胜;风景名胜相关;旅游景点,泰山路与三山大道交叉口东南340米,桂城街道,113.238043,23.032801,4.2,False,,旅游景点
B0FFF0FDHE,佛山植物园,自然景观,风景名胜;公园广场;植物园,狮山镇兴业西路17号,狮山镇,112.99295,23.097592,4.6,False,,旅游景点
B02F50XHK7,市民广场,自然景观,风景名胜;公园广场;城市广场,博爱路附近,狮山镇,113.002752,23.119338,4.0,False,,旅游景点
B0FFI5QK1X,唐氏大宗祠,自然景观,风景名胜;风景名胜;寺庙道观,文文线与三槐里大街交叉口东南380米,里水镇,113.156659,23.246521,4.1,False,,旅游景点
B0FFH4AE58,谭氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,,里水镇,113.15614,23.236106,3.7,False,,旅游景点
B02F503RDN,南庄张公祠,自然景观,风景名胜;风景名胜;寺庙道观,迎龙路1号,大沥镇,113.101194,23.133192,4.0,False,,旅游景点
B0FFJ0DV69,江美麦氏宗祠,自然景观,风景名胜;风景名胜相关;旅游景点,狮山镇兴业北路(贝奇科技工业园东北侧约200米),狮山镇,112.979843,23.161462,4.0,False,,旅游景点
B0FFH3ZEI7,何氏大宗祠,自然景观,风景名胜;风景名胜;寺庙道观,狮山镇大榄一村,狮山镇,113.028958,23.190678,3.9,False,,旅游景点
B02F50UVAK,上街公园,自然景观,风景名胜;公园广场;公园,大沥镇颜峰上街村,大沥镇,113.083965,23.135734,4.0,False,,旅游景点
B02F506TPF,观荣何公祠,自然景观,风景名胜;风景名胜;寺庙道观,富山路12号,狮山镇,112.987068,23.14306,4.0,False,,旅游景点
B0FFJKIBZ7,胜利公园,自然景观,风景名胜;公园广场;公园,里水镇胜利村,里水镇,113.180723,23.19054,3.9,False,,旅游景点
B0FFJ49GKR,莫氏宗祠,自然景观,风景名胜;风景名胜;风景名胜,百东互通与保台线交叉口东240米,丹灶镇,112.929638,22.974353,4.0,False,,旅游景点
B0FFIB0UGZ,黄氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,里水市场大道与大水线交叉口西180米,里水镇,113.128331,23.198451,3.9,False,,旅游景点
B0FFI88KH1,程氏大宗祠,自然景观,风景名胜;风景名胜;寺庙道观,西樵伊洛村新村南一街,西樵镇,112.947512,22.970814,4.1,False,,旅游景点
B0FFHS5BUQ,宣抚使梁公祠,自然景观,风景名胜;风景名胜;寺庙道观,中村路与清风路交叉口东北100米,桂城街道,113.157707,23.005957,4.0,False,,旅游景点
B0FFHROM95,黎氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,桂城街道罗芳村罗东文化室黎氏祠堂,桂城街道,113.169065,23.049273,4.1,False,,旅游景点
B0FFHOJ880,灵王古庙,自然景观,风景名胜;风景名胜;寺庙道观,狮山镇官窑街沙头村文智村,狮山镇,112.992351,23.211164,4.1,False,,旅游景点
B0FFHLTCIH,石碣朗枝岗健身公园,自然景观,风景名胜;公园广场;公园|体育休闲服务;运动场馆;户外健身场所,石碣村,大沥镇,113.08804,23.152971,4.0,False,,旅游景点
B0FFH45OVG,宋提督梁公祠,自然景观,风景名胜;风景名胜;寺庙道观,平洲平西路上良北街23号,桂城街道,113.195264,23.020945,3.8,False,,旅游景点
B0FFH450LE,黄氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,穗盐东路与虎榜大道交叉口东北180米,里水镇,113.181799,23.096786,3.9,False,,旅游景点
B0FFH44SLF,莲园,自然景观,风景名胜;公园广场;公园,布新大道与官里路交叉口西南280米,大沥镇,113.102695,23.214909,4.0,False,,旅游景点
B0FFH43J60,雪松刘公祠,自然景观,风景名胜;风景名胜相关;旅游景点,东向大街七巷与东向大街交叉口西160米,里水镇,113.134854,23.10241,4.0,False,,旅游景点
B0FFH438A9,松隐家塾,自然景观,风景名胜;风景名胜相关;旅游景点,颜边村新街34附近,里水镇,113.153404,23.090776,3.9,False,,旅游景点
B0FFH4051X,区氏大宗祠,自然景观,风景名胜;风景名胜;寺庙道观,奇槎路,里水镇,113.138333,23.083107,4.2,False,,旅游景点
B0FFGKB2EC,月川高公祠,自然景观,风景名胜;风景名胜;寺庙道观,右江村新村街北150米,丹灶镇,112.955501,23.045104,4.0,False,,旅游景点
B0FFFTNSFT,泌冲社区群众文化广场,自然景观,风景名胜;公园广场;城市广场,大沥镇泌冲社区,大沥镇,113.179154,23.152017,4.0,False,,旅游景点
B0FFFTB749,迎宾广场,自然景观,风景名胜;公园广场;城市广场,西樵镇512县道松塘村总公交站东南,西樵镇,112.914121,22.98512,4.0,False,,旅游景点
B0FFFA08UD,李氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,华沙路与富民三路交叉口西北340米,狮山镇,112.99534,23.19254,3.8,False,,旅游景点
B02F50WH85,河滨公园,自然景观,风景名胜;公园广场;公园,西樵汽车站附近,西樵镇,112.98903,22.946354,3.8,False,,旅游景点
B02F503A1O,贵州孔公祠,自然景观,风景名胜;风景名胜;寺庙道观,石石线与石塘路交叉口西南360米,大沥镇,113.085653,23.154917,4.0,False,,旅游景点
B0FFHDSW5V,华光庙广场,自然景观,风景名胜;公园广场;城市广场,海傍北路,里水镇,113.172727,23.085796,4.1,False,,旅游景点
B0FFHHH21X,曾氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,沥头大街东九巷与联江路交叉口西340米,里水镇,113.120685,23.1334,3.9,False,,旅游景点
B0FFGJUPSP,岑氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,儒溪小学附近,西樵镇,112.953257,22.902336,4.0,False,,旅游景点
B02F5042MP,严氏宗祠,自然景观,风景名胜;风景名胜;寺庙道观,中街与工业大道东交叉口西200米,狮山镇,113.008989,23.141172,3.9,False,,旅游景点
B0FFHP1BRN,东山麦公祠,自然景观,风景名胜;风景名胜;寺庙道观,西线路与桂和公路交叉口西南240米,大沥镇,113.114084,23.197581,4.0,False,,旅游景点
B0FFG1FMAZ,环四社址,自然景观,风景名胜;风景名胜相关;旅游景点,环四新路与夏南路交叉口东北80米,桂城街道,113.177929,23.046234,4.1,False,,旅游景点
B0FFHDMBVD,珍奇植物园,自然景观,风景名胜;公园广场;植物园,狮山镇兴业西路17号佛山植物园,狮山镇,112.993892,23.098207,3.5,False,,旅游景点
B0FFH3XLIE,钟氏大宗祠,自然景观,风景名胜;风景名胜;风景名胜,钟边大道大沥镇钟边学校,大沥镇,113.113536,23.097179,3.9,False,,旅游景点
B0FFG061WV,南国桃园-南海观音寺-土地庙,自然景观,风景名胜;风景名胜;寺庙道观,凤凰路1号南海观音寺内,大沥镇,113.108277,23.175545,3.7,False,,旅游景点
B0FFG05JKG,南国桃园-南海观音寺-姻缘树,自然景观,风景名胜;风景名胜;风景名胜,南海观音寺内(北侧),大沥镇,113.108664,23.176622,3.7,False,,旅游景点
B0FFFEO02X,西樵山国艺影视城-地藏菩萨,自然景观,风景名胜;风景名胜;寺庙道观,西樵山国艺影视城内(东侧),西樵镇,112.976298,22.907376,3.4,False,,旅游景点
B02F50U8YA,吕氏宗祠,自然景观,风景名胜;风景名胜相关;旅游景点,甫大街,大沥镇,113.091267,23.234989,3.7,False,,旅游景点
B02F503YRA,万氏大宗祠,自然景观,风景名胜;风景名胜;寺庙道观,工业大道东1号,大沥镇,113.080053,23.179928,3.9,False,,旅游景点
B0FFJ8L54R,仙湖音乐喷泉广场,自然景观,风景名胜;公园广场;公园广场,祈福湖滨南岸东北(湖景路北),狮山镇,112.890483,23.052763,4.3,False,,旅游景点
B0FFIKDTX5,天空之眼摩天轮(金沙洲万达广场),自然景观,体育休闲服务;休闲场所;游乐场|风景名胜;公园广场;公园,浪险猴天地6层,里水镇,113.197274,23.140697,4.4,False,,旅游景点
B0FFHF702W,梦里水乡百花园,自然景观,风景名胜;风景名胜;风景名胜,佛山一环高速入口,里水镇,113.174503,23.226727,4.4,False,,旅游景点
B0FFGX05AY,西樵山风景名胜区-樵园公园,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇环山大道西樵山风景名胜区内(北侧),西樵镇,112.965614,22.936377,4.2,False,,旅游景点
B0FFGRN2SF,茶花园,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇山南路西樵山风景名胜区内(西北角),西樵镇,112.964862,22.933524,4.0,False,,旅游景点
B02F50YCH3,罗村中心广场,自然景观,风景名胜;公园广场;城市广场,桂丹路与罗湖中路交叉口西200米,狮山镇,113.053367,23.060848,4.5,False,,风景名胜
B02F507H6Q,盐步公园,自然景观,风景名胜;公园广场;公园,大沥镇盐步环镇路(近盐步丽景酒家),大沥镇,113.182242,23.089336,4.5,False,,风景名胜
B02F50X8WM,小塘公园,自然景观,风景名胜;公园广场;公园,狮山镇小塘办事处,狮山镇,112.982834,23.090166,4.4,False,,风景名胜
B02F5076G7,𧒽岗公园,自然景观,风景名胜;公园广场;公园,桂城街道佛平二路,桂城街道,113.148454,23.04372,4.6,False,,风景名胜
B0FFG2ERMT,九龙公园,自然景观,风景名胜;公园广场;公园,广佛路12号(岭南公交站旁),里水镇,113.147827,23.109498,4.6,False,,风景名胜
B0FFGI15WQ,文翰湖公园,自然景观,风景名胜;公园广场;公园,环岛南路橹尾橇水道北侧,桂城街道,113.239334,23.015086,4.6,False,,风景名胜
B02F5079WX,桂城儿童公园,自然景观,风景名胜;公园广场;公园,南港路60号,桂城街道,113.209412,23.037355,4.7,False,,风景名胜
B02F5077X7,南海全民健身体育公园,自然景观,风景名胜;公园广场;公园,桂江立交桥附近,桂城街道,113.143198,23.069368,4.5,False,,风景名胜
B0FFF4FNIM,孝德湖公园,自然景观,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,机场西路与北湖三路交汇处附近,狮山镇,113.059408,23.069717,4.6,False,,风景名胜
B02F50YS3U,三山森林公园,自然景观,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,,桂城街道,113.227994,23.031471,4.6,False,,风景名胜
B02F508S6H,河村公园,自然景观,风景名胜;公园广场;公园,西紫村东街22号,里水镇,113.161808,23.180423,4.4,False,,风景名胜
B0I6JAZCBW,桂城滨江公园,自然景观,风景名胜;公园广场;公园,滨江公园,桂城街道,113.16354,23.072984,4.4,False,,风景名胜
B0FFIUK5ZQ,千灯湖公园北区,自然景观,风景名胜;公园广场;公园广场,南七路,桂城街道,113.147039,23.069885,4.5,False,,风景名胜
B02F50UO1V,官窑文化广场,自然景观,风景名胜;公园广场;城市广场,官窑瑶平路,狮山镇,113.077973,23.222205,4.4,False,,风景名胜
B0FFHJ45NL,天湖公园,自然景观,风景名胜;公园广场;公园,西樵镇山南路西樵山风景名胜区内(西北角),西樵镇,112.96723,22.929192,4.2,False,,风景名胜
B02F505DOJ,松岗文化公园,自然景观,风景名胜;公园广场;公园,松岗大道6号,大沥镇,113.104572,23.136613,4.3,False,,风景名胜
B02F50XH7S,曹边休闲广场,自然景观,风景名胜;公园广场;城市广场,大沥曹边工业区,大沥镇,113.099818,23.085641,4.4,False,,风景名胜
B02F50YS3L,兴贤党群文化广场,自然景观,风景名胜;公园广场;城市广场,大沥镇贤谭路西50米,大沥镇,113.0781,23.122057,4.3,False,,风景名胜
B0KD1UCTS7,佛山海洋馆,自然景观,风景名胜;公园广场;水族馆,大沥镇水头工业南路2号粤和商业楼1座首层3号,大沥镇,113.139366,23.091223,4.5,False,,风景名胜
B0FFFSH0VD,洲村公园,自然景观,风景名胜;公园广场;公园,里水镇二横路1号,里水镇,113.199093,23.179736,4.3,False,,风景名胜
B02F50WJ4R,映月湖公园,自然景观,风景名胜;公园广场;公园,南港路富景花园隔壁,桂城街道,113.196447,23.039077,4.4,False,,风景名胜
B02F507B1N,大基尾公园,自然景观,风景名胜;公园广场;公园,大沥镇,大沥镇,113.153613,23.088132,4.3,False,,风景名胜
B0JAXH5P1A,博爱湖东草坪广场,自然景观,风景名胜;公园广场;城市广场,人民西路8号,狮山镇,112.991254,23.126214,4.3,False,,风景名胜
B0FFHHUPF8,市民广场,自然景观,风景名胜;公园广场;城市广场,灯湖西路南海千灯湖公园内,桂城街道,113.146338,23.053292,4.4,False,,风景名胜
B0FFFV3BG0,听音广场,自然景观,风景名胜;公园广场;公园广场,锦湖大道,西樵镇,112.957817,22.936726,4.3,False,,风景名胜
B0FFFH2PSL,黄岐公园,自然景观,风景名胜;公园广场;公园,北环东路黄岐商业步行街附近,大沥镇,113.192686,23.12078,4.4,False,,风景名胜
B0FFGZMQ3X,礌岗公园-千灯湖活水公园,自然景观,风景名胜;公园广场;公园,桂澜中路与海三路交叉口,桂城街道,113.148289,23.04705,4.3,False,,风景名胜
B02F508NQH,沿江公园,自然景观,风景名胜;公园广场;公园,里水镇滨江东路6号梦里水乡景区(东北角),里水镇,113.166044,23.194936,3.7,False,,风景名胜
B0FFKUREHD,展旗峰生态公园,自然景观,风景名胜;公园广场;公园,里水镇里水大道南翠林豪庭西南240米,里水镇,113.149032,23.151143,4.6,False,,风景名胜
B0G12CLO7V,半月岛生态公园(南海段),自然景观,风景名胜;公园广场;公园,石肯半月岛8号,桂城街道,113.165089,22.99806,4.4,False,,风景名胜
B0I6TALUOQ,追梦极限运动公园,自然景观,风景名胜;公园广场;公园|体育休闲服务;体育休闲服务场所;体育休闲服务场所,平胜大桥桥底,桂城街道,113.172899,23.013427,4.5,False,,风景名胜
B0FFMC25SW,佛山西站南广场,自然景观,风景名胜;公园广场;城市广场,西站西路,狮山镇,113.034204,23.077351,0,False,,风景名胜
B0L66CLM3K,千灯湖水生态研学基地科普型公园,自然景观,风景名胜;公园广场;公园,滨江二路,桂城街道,113.15084,23.069744,4.3,False,,风景名胜
B0LG3Z60XM,博爱湖体育公园,自然景观,风景名胜;公园广场;公园,兴业北路辅路与博爱路交叉口西北60米,狮山镇,112.986116,23.121585,4.3,False,,风景名胜
B02F50UENH,兴联村公园,自然景观,风景名胜;公园广场;公园,西冲口东街中段,里水镇,113.205786,23.12707,4.3,False,,风景名胜
B0ID6ZZHQG,尖东公园,自然景观,风景名胜;公园广场;公园,平西大道南58号,桂城街道,113.1784,23.015721,4.3,False,,风景名胜
B0FFGXHU4R,沙头文体公园,自然景观,风景名胜;公园广场;公园,万安二马路沙头邮政支局附近,丹灶镇,113.025914,22.914945,4.3,False,,风景名胜
B02F503PVG,南海湿地主题公园,自然景观,风景名胜;公园广场;公园,上安村,狮山镇,112.96519,23.08136,4.2,False,,风景名胜
B0FFG8RDGZ,兴隆公园,自然景观,风景名胜;公园广场;公园,白沙路,里水镇,113.208199,23.134157,4.4,False,,风景名胜
B0FFH48NWE,白岗公园,自然景观,风景名胜;公园广场;公园,里水镇和顺白岗村,里水镇,113.145581,23.234274,4.3,False,,风景名胜
B02F50WIYO,水口公园,自然景观,风景名胜;公园广场;公园,水口大道南端路口附近,里水镇,113.179534,23.172752,4.3,False,,风景名胜
B02F50XH7E,夏南二荷花广场,自然景观,风景名胜;公园广场;城市广场,夏南二大道与紫薇街交叉口西南80米,桂城街道,113.182601,23.053,4.3,False,,风景名胜
B02F501IST,东二公园,自然景观,风景名胜;公园广场;公园,中心大街15号,桂城街道,113.157122,23.026075,4.3,False,,风景名胜
B02F50WJ0Y,青龙公园,自然景观,风景名胜;公园广场;公园,陆家新街14号,里水镇,113.177461,23.084866,4.3,False,,风景名胜
B02F507706,朝山公园,自然景观,风景名胜;公园广场;公园,朝山村委会附近,丹灶镇,112.980287,22.88386,4.3,False,,风景名胜
B0FFGRRDMP,回龙公园,自然景观,风景名胜;公园广场;公园,回龙村430号,桂城街道,113.176433,23.072423,4.4,False,,风景名胜
B02F507H1E,大步公园,自然景观,风景名胜;公园广场;公园,大步村委会斜对面,里水镇,113.158276,23.13515,4.4,False,,风景名胜
B0FFLQE8AB,高铁公园,自然景观,风景名胜;公园广场;公园,桂城街道三山港口路,桂城街道,113.243563,23.021445,4.3,False,,风景名胜
B0K0NS6TE4,桂城童趣公园,自然景观,风景名胜;公园广场;公园,庆平街9号,桂城街道,113.171006,23.021247,4.3,False,,风景名胜
B02F507C6D,邓西公园,自然景观,风景名胜;公园广场;公园,大沥镇沥中邓西村,大沥镇,113.11783,23.120049,4.4,False,,风景名胜
B02F50WJ04,平地公园,自然景观,风景名胜;公园广场;公园,大沥镇盐步平地村德政路,大沥镇,113.157927,23.11672,4.3,False,,风景名胜
B0M6N5EO7W,里水嘉州广场,自然景观,风景名胜;公园广场;城市广场,甘蕉副业路与里水大道交叉口西北60米,里水镇,113.148626,23.174916,4.2,False,,风景名胜
B02F50UBVB,九村公园,自然景观,风景名胜;公园广场;公园,村东大街3号,里水镇,113.183387,23.114721,4.4,False,,风景名胜
B0FFF48BGP,灯湖市政公园,自然景观,风景名胜;公园广场;公园,灯湖西路东150米,桂城街道,113.147056,23.065597,4.1,False,,风景名胜
B0HB2UW3WB,三山森林公园2期,自然景观,风景名胜;公园广场;公园,涌源南路与涌源居委南街交叉口东360米,桂城街道,113.227408,23.032147,4.1,False,,风景名胜
B0HDXA9W18,千灯湖体育公园,自然景观,风景名胜;公园广场;公园,南海大道与海五路交汇东南角,桂城街道,113.141349,23.054262,4.3,False,,风景名胜
B02F50XRFS,横江公园,自然景观,风景名胜;公园广场;公园,美乐大街1巷5号,里水镇,113.165968,23.112234,4.3,False,,风景名胜
B0L35XFEME,源林·九江龙舟公园,自然景观,风景名胜;公园广场;公园,太平西街105号,九江镇,113.000364,22.842553,4.2,True,龙舟,风景名胜
B0FFIZMLRU,赤山公园,自然景观,风景名胜;公园广场;公园,赤山村,里水镇,113.138012,23.217217,4.2,False,,风景名胜
B0FFMDFCA0,陈溪公园,自然景观,风景名胜;公园广场;公园,大沥镇陈溪东街与兴联北路交叉口西北角,大沥镇,113.202211,23.137273,4.3,False,,风景名胜
B02F50UND7,平南公园,自然景观,风景名胜;公园广场;公园,祥胜南路40号,桂城街道,113.200189,23.013721,4.3,False,,风景名胜
B0FFHF0E1H,富寿公园,自然景观,风景名胜;公园广场;公园,沿江西路,里水镇,113.163323,23.193644,4.2,False,,风景名胜
B0FFF4BLV4,道头公园,自然景观,风景名胜;公园广场;公园,德政路与南十巷交汇处,里水镇,113.153722,23.116177,4.4,False,,风景名胜
B0IKVZFDHU,源林西江湿地公园,自然景观,风景名胜;公园广场;公园,九江镇新堤东路与洪圣村路交叉口西北220米,九江镇,113.001888,22.826859,4.2,False,,风景名胜
B02F507B1X,颜边公园,自然景观,风景名胜;公园广场;公园,颜边村新街,里水镇,113.152129,23.090207,4.3,False,,风景名胜
B0KRJ17D5U,金沙岛国家湿地公园进口广场,自然景观,风景名胜;公园广场;城市广场,桂丹西路,狮山镇,112.967764,23.068434,4.2,False,,风景名胜
B02F507H0X,上沙涌公园,自然景观,风景名胜;公园广场;公园,上沙涌市场斜对面,里水镇,113.16838,23.151335,4.3,False,,风景名胜
